Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2008-07-03,277500,1057400,1300,20062500,3300,47001201,14370900,1214900,3724100,344300,12733600,3587100,2434900,3577000,13802700,731600,93000,17891301,1653800,8306600,3090000,683200,603700,4060400,1616600,69594600,5331600,2569100,3076800,49700,950300,5858575,362100,5959000,3939300,8383200,192600,2051400,1165600,956200,1482000,13899700,32340700,80852400,5793400,4288100,1712600,5415500,2491800,3364000,1643000,1310500,0
2008-07-07,602800,1133200,5600,27481500,3400,82206900,13787200,1443100,8954200,408900,11586300,3390500,4909400,3529600,18971100,961200,355900,27091299,1756800,11631400,2811000,575500,932000,5401600,3262300,19426200,12446200,8189800,6325100,367700,881100,8310375,524600,11115000,57081200,13184800,379700,2199000,1418700,2415700,5454700,11245800,39252100,89990400,7048000,6849900,3255000,6299500,3814800,5676400,1684400,1215500,0
2008-07-08,326400,1581000,3500,30452400,23700,88165500,13809300,516200,6459400,135700,13615900,1015800,5469600,4043400,19954000,638600,166800,35667300,2943200,10740500,4210000,1409100,1397700,5686700,3095300,26583100,13830200,6393700,4967400,352000,1184900,8872200,574700,7551000,44059400,16077100,261300,4729900,1879300,2285000,5762600,14330300,49637900,46386200,12290500,6662900,6419400,9226200,4299100,4803300,2951900,1435800,0
2008-07-09,391700,2095100,600,24054300,15300,87725799,11975700,712000,3632500,174300,11153400,859100,6107500,3211000,13949700,2011600,59200,24114699,1881800,11190400,2862000,2154800,712900,4086400,2274000,19792500,12158800,5175300,5111200,125800,1005000,8454275,443700,4735000,13570100,17881400,203500,2748200,1814300,2580300,6905000,11851600,32157500,14001300,9136600,5939300,3218000,4820800,6205400,6376600,2748300,1539100,0
2008-07-10,562600,967000,2400,32440900,1900,79683801,14534400,818500,5784200,197100,9772500,467800,6529100,2620200,21179200,2705000,132300,27245601,1884200,15355900,3049000,2092700,956700,4240900,2794100,24541000,17692800,10026400,7715400,254900,967000,10376275,1187300,7220000,3535100,11302400,267900,2236300,1442500,1937700,7241100,13722400,34894300,28208700,9591300,6517600,4335900,5612000,5926700,4945300,2241800,803800,0
2008-07-11,478100,701500,1400,35083900,11300,72942300,15024500,1209200,3565300,252800,13131300,674800,7430100,2601100,18143500,750000,239200,20191899,4006700,23468400,5523000,831500,852500,5871100,2821200,23765700,17396400,7782400,4999400,147800,1344400,11137725,454900,10723000,53490100,13526500,292500,4159100,1513300,1794600,16445400,10344000,33789900,7390000,9212500,13174100,4209500,9235200,4323400,7846300,1787000,474300,0
2008-07-14,359200,444800,500,25699400,6500,47522499,9150700,1067600,4162500,353200,9332000,905900,2946800,1289400,12984600,1907600,139300,19698801,2371700,20141000,3839000,819300,838700,4103100,3855200,5510400,13046300,11255900,6219300,207000,840500,8889625,492500,11607000,7888700,7391200,261500,3851900,1724900,1026700,5165300,9748700,21544000,33095000,7401500,11829800,3934800,6648400,3417100,4425700,1035100,1270000,0
2008-07-15,433300,2915900,3000,39737500,8300,4379001,21547100,1342100,6230400,1032300,16245800,766800,6922400,3574400,1942300,2048000,294300,30601800,5018800,28908600,6631000,1807600,1037300,8706200,4615100,40607300,16052000,10638800,7721300,145000,2795700,11342050,943300,16955000,70362100,27320900,425000,6910700,2944700,2192400,9359000,15285000,32375800,64956600,9591200,11118800,8632000,7711500,5177800,6723800,2941400,567000,0
2008-07-16,485500,1379300,2500,29985600,600,72794601,16201800,903900,5314600,194500,21465600,1123200,5518000,3204000,13295100,439600,541200,31206300,2377200,19898600,5097000,1625500,1012400,4052800,2692400,98694100,19461600,12113600,8049600,263200,2173100,8200600,521100,8547000,22182600,20527400,245200,4764500,2043900,1459000,10918400,15573400,49223700,52083700,9206100,6847900,3580700,7037800,6682700,7217000,3050000,1447400,0
2008-07-17,488800,1858000,1000,35190200,6400,88751400,13884000,1029000,9896600,1280900,24860400,779400,4984900,2990900,14344900,844400,734100,32131500,2887700,25188600,4973000,1874500,975600,5598400,4858300,1543200,18759700,20272300,12476100,194800,2612000,8213125,592800,12888000,36327600,21869300,363300,8104900,2696700,2160800,24667900,18389900,52768300,11267800,10625000,13002000,5109700,11556600,3838700,10352300,3123500,2466900,0
2008-07-18,423300,1242100,800,19162600,200,46688601,14035800,868300,4150800,58400,12487700,1094200,3553500,2071700,12296600,798600,478500,23827899,1322500,7707700,2549000,1362300,489400,3947400,3452200,83080700,7783000,8360700,5153700,158600,1318800,4897125,257600,6797000,31033100,13341600,211500,4488600,1993500,1213200,5789000,20699400,39206200,48891000,7312500,8168500,2959300,6553800,2849800,6836500,3072300,1581100,0
2008-07-21,319400,1044600,600,15881900,200,39289200,9133800,932300,3698500,87100,8211700,499600,3537800,1502100,8911300,406800,130500,19620699,1686400,7012500,1449000,2554100,576000,3310500,2181200,62301700,9075900,10293200,5981000,216900,925800,6021775,311700,6385000,88037400,8875700,277400,3129600,1921800,1192100,7452700,11015300,33668100,4533700,7537700,4968000,3791900,8142900,4387600,5850600,1326000,838200,0
2008-07-22,302800,1410700,3600,24345500,4700,46531800,9600700,746800,3680600,585400,10491500,2027900,4968300,1712500,9336700,571200,637400,20512299,2495200,16473200,3701000,982800,597300,4135300,2512400,28300900,13504100,16844600,10422500,483900,1967300,5590225,220600,10012000,76682700,13030600,380900,6480800,2730400,2053100,7685700,11778900,43646100,24481900,6979700,7660900,1356700,5250400,3187300,6624700,1579100,1172000,0
2008-07-23,405500,2742200,4100,24230600,600,45664899,10134100,373500,6187200,43800,13651700,521500,2338900,3156200,11535700,338200,41600,27839001,4429600,25155400,6876000,2464900,1222000,6805700,2644000,14033000,24714600,20607900,11193100,232100,1593100,7378850,453200,14740000,86588200,17380400,173700,5528100,2889900,1567400,7842000,11186000,55460900,48063000,8744300,8191400,3088400,8330100,3797500,8995100,1723300,1813200,0
2008-07-24,320100,1369700,3800,22238600,500,30550300,9513400,1715900,5651100,79400,8516700,641700,3507600,3246400,12862800,767700,78300,14147000,3444900,12597300,2298000,1122900,2996300,4978600,2724900,6785900,18063700,13977100,10125400,91900,1262500,5775350,237300,4316800,36387500,11725900,159700,2615300,2281800,1994700,7201000,11860400,52362000,67733000,9008700,6332400,3320000,6411200,4772800,8902500,1892300,3470300,0
2008-07-25,343800,751000,1100,19231900,1100,25435700,7790800,725100,3170700,80300,9863200,361800,1618300,1792200,9349600,208300,42100,10153100,2444900,6929400,1775000,1067900,1050600,3151100,2154300,5034300,12584300,10136400,6007400,143600,896300,4034900,354600,3623500,98309400,13890500,164900,4092900,1962400,1393300,6384200,8801400,36045800,91726000,7323700,10108600,5232200,5707600,5848900,9373500,2386600,2201700,0
2008-07-28,458000,827400,1000,15874900,600,22600900,10963000,899900,3132800,73000,8041300,614400,1638600,1652700,8065000,1875600,70400,14721200,2219800,8148000,1773000,1693200,945200,2875600,1801700,80043900,10374800,9190200,6342000,264600,756900,4116150,316700,2598800,88213200,9446300,116800,1083500,2011900,1781200,3395900,6128700,24003300,67406400,7175800,5038100,1859800,5198000,2640400,5886400,1089400,2329300,0
2008-07-29,279100,1725000,6400,16988300,700,26368000,10241700,663400,2504900,279000,11908900,567300,2746900,2203400,8222900,883800,80300,12411200,3153100,12591300,2958000,2523300,938100,3157900,2567400,15263700,13195200,8015300,9421800,134900,644500,5815850,455800,2815800,45691400,14717800,162200,2094500,2603100,1291600,5538200,8476800,28849800,43609900,6799300,4321800,2975500,4117500,3636300,11025000,1069200,3363100,0
2008-07-30,403200,1343500,15200,24061100,8200,35356200,14192400,491100,4933600,679200,9232200,1237200,2635800,2957400,12259900,125500,50000,21456600,5439000,16448100,3386000,1767600,1170000,4084700,2119800,36709500,18769100,16601100,6083500,277400,1049400,6030275,586600,5015200,34443200,19841000,393200,4016900,2279300,3103900,6584100,9862800,44313900,67208400,9425700,7558500,3801000,5311800,5637000,7026400,935300,2839100,0
2008-07-31,521700,934700,6600,23430800,800,53479200,10745100,1984800,3408100,66900,10271600,349000,2082900,1590700,8645100,488500,125400,16875800,2267900,9501800,1902000,2936400,677100,3018500,2709500,86889400,11533600,7478900,3191900,377400,895400,6201500,398800,2186300,51889100,13650100,189300,2725500,1904700,1770100,6149900,15750300,33056600,65844200,17368700,5923900,4202700,5410900,4029900,7131200,2051800,3160300,0
2008-08-01,331400,772900,2200,19965500,2500,35071800,11735000,1786000,5967800,75800,8394200,306400,2202200,2037300,9205600,281900,89800,12026800,3869900,10102900,1684000,2025200,1069500,2470300,2022800,885800,10015200,13099000,3033600,109700,1214700,4635075,303400,2215400,26285200,12290800,163500,3152400,2235600,2687500,3922600,7987400,29645300,86898700,7927500,8780800,4152700,9850200,4285500,8549200,2284900,1736900,0
2008-08-04,362100,1631700,2300,15872400,2100,52272900,7837700,1203100,4442400,150000,9149200,945100,2748500,3100700,12467300,168200,176000,24301800,6426700,14312200,2777000,1619300,1182100,2540700,1394800,98902600,9892100,6318200,3458400,242300,1543500,3487875,276100,4789000,80245600,15221200,251800,3286500,1152200,1885300,7758000,15176000,41773000,40408600,7553600,4524200,2252300,6955400,3092300,6480200,3114700,3283200,0
2008-08-05,484400,1588900,6500,22804200,9500,41348100,14196900,1727300,5928800,195200,7692000,677900,3009600,2700000,11718100,252200,90500,14865600,5127200,19818000,3880000,1189200,831800,2315000,1796400,89538200,14304100,6852200,5206100,110100,829400,4966675,640000,10747700,39994500,11535200,247500,2612900,949500,1854800,5967300,13544000,43668200,75032300,9683500,4845200,3394900,8713600,3253700,8596700,2721900,2081900,0
2008-08-06,454800,1373400,1500,17540600,1600,31769500,11094500,2392900,7393600,32400,8385800,475600,2443700,2891100,8762100,1198100,45400,9773600,3632000,11628800,3715000,1777800,777900,2131800,1503400,77050800,7517000,5240000,4296100,280100,779200,4445750,212600,2189000,98232800,12835500,686900,2220700,1768900,1746100,4954700,8183100,38492400,39526400,6803100,6123300,5258500,5701800,8940100,5033900,2432300,2073400,0
2008-08-07,391200,947000,1000,17507200,1300,36239900,7448200,311700,5053500,261400,10869400,485200,2002000,2145600,7902100,574800,52000,29691800,2564200,9527500,2044000,1434900,548900,1780200,1615200,81832700,9495500,12516000,5473000,169600,789200,5079400,269600,4323100,23098000,10678100,191000,2783200,1078200,2112800,6659200,11973600,29574500,85690400,10653400,8906000,3985500,5412000,3827400,8087200,1173700,2789300,0
2008-08-08,351100,1308900,1600,29781000,26600,48795700,10521800,1187800,4069400,254900,8201400,3361700,3394600,1393700,7013200,161100,89100,15196400,5408600,12255900,4490000,1824900,858900,1930800,1447500,7496800,10824400,6501400,4467500,355500,1157200,5197525,286300,7918700,40855800,10128600,217500,2817600,1042100,1200000,4202600,11665900,37481600,74270800,11683200,5890300,3083200,5660900,6504400,14185800,1592300,923000,0
2008-08-11,460200,822500,3700,22005700,1500,36637300,9883800,584800,2249200,183800,11354300,1233300,2472200,1607100,14001200,253600,69400,13835200,9866300,23223500,7364000,1360800,982400,2457800,1174600,68197300,14029200,4355300,5824200,169800,630000,5354875,241500,9142000,42511400,12504800,169700,5189300,1333500,1596800,12026900,9812100,33314500,60691200,12794700,5606200,2904900,4654600,2848900,10704100,2142500,1420400,0
2008-08-12,385100,705100,1300,20766400,500,36468900,9453400,820100,4081300,195500,6432700,1413100,2312600,1844600,9841700,1545200,60100,19992400,6220500,19294800,7447000,833500,871200,1881900,1484800,23536400,10726900,12429300,6349700,188600,536600,4834175,254500,5200700,1668500,12726200,95600,4389000,1209700,1345500,5484700,10936500,30892700,87926600,7227100,4652000,3043400,5624800,3519500,7692600,1727800,1607200,0
2008-08-13,300700,657900,5600,26835600,2400,48388600,11802100,2160300,4843300,177500,8705100,250500,2025700,3534900,10868900,1116200,69200,20838000,6217700,16073200,3386000,714300,1127600,3448900,1655300,44370500,10528900,9014400,5922800,140900,907500,6418325,319500,7238800,46590700,16276100,206300,4022800,1468300,1978700,6379500,24241800,43766000,27072600,11050900,4792600,4616300,3916500,5972600,9716800,1700600,4115300,0
2008-08-14,417800,569100,7500,24341400,3400,32378400,10210300,710200,10673200,248200,6277200,332700,2377500,1766600,7437900,1660500,226600,16020900,3664700,13937100,4563000,1522600,455000,1998800,1466900,12703900,6764900,7731900,5530500,219000,658000,5838200,180700,5935300,18561100,9641600,277600,4711900,1611300,1601300,4106700,10545300,35922900,28260200,9597900,6263700,4380600,4336900,3493200,6490700,1315100,5437800,0
2008-08-15,333100,904800,10400,16382000,100,35772200,8599800,651300,10270900,162200,4163600,404200,2134400,679600,9174600,171400,187800,12379700,6493500,28634800,5881000,1261700,308900,1955600,1285300,87168900,7970100,5522800,3349000,115400,524500,3712325,154200,19520400,68515300,13295300,221000,2973800,1656700,4932300,5385400,8676000,38488200,32425600,6119000,4685000,1958100,2781100,3044400,6855200,1941600,2409700,0
2008-08-18,526100,626900,55300,23017300,1600,32622700,11414000,264700,7581300,44500,6502800,318500,1446700,1597600,8692300,190600,54600,18912900,4594200,13598900,4549000,772400,244700,2304200,1411300,91908800,8985300,4038100,5541500,107700,660400,4353800,245100,8549800,65223800,9932200,294200,3387600,1840900,1561800,4910700,6010000,31992200,52514900,6231700,4836400,2579700,2967100,2169600,5848500,690500,687300,0
2008-08-19,284300,1380500,900,18783700,1300,48267400,11777100,1094600,5577400,144100,14111500,689100,2330900,1604500,11109500,264000,112000,14983500,4078400,16760500,3497000,988500,671900,2004600,1356000,98334700,10014700,6267400,6026100,159900,800900,5831750,527800,12718100,76218200,13778800,255100,4190000,1990300,1464500,4008500,9172100,43896100,69986300,6893800,5403700,2743200,2132900,5027500,7613100,907300,3906400,0
2008-08-20,276400,881600,2600,21215300,1200,38404900,12393400,981300,4511700,421200,8713100,306300,1742500,1043000,9167400,193800,55800,25410100,3056400,14062400,2772000,1102300,607100,2262400,1543400,96195700,11073900,7000200,7513300,487400,793800,4874850,244300,7136100,12763100,14284600,123900,4381300,1756400,1626200,3479000,9172000,46277400,69935300,9922700,5313900,2122000,3467600,4087600,5400300,1134500,4139300,0
2008-08-21,361700,969100,3000,16481800,5100,26810700,8922000,804400,4306100,63900,9329700,744900,1669100,1979000,8165500,245400,199100,15920500,5718600,16272800,2625000,1236000,952900,1484800,1430900,76479100,10558600,4702000,4443200,229500,1153300,4722775,186300,7647400,71609400,16433300,193400,3826000,1362400,1966900,5092700,7341500,32857000,30501700,8027700,4060800,1886900,4112300,2708200,5240500,857300,2037800,0
2008-08-22,497700,448300,1600,17914000,700,18966900,6536100,407700,7146100,178700,11381500,483800,1173800,2515600,7403000,201900,54200,14914300,2710100,7671200,2332000,2592200,451300,1718500,1797800,73038300,7384400,3892400,3124800,186100,1042300,3948425,186200,5691900,51094500,16034300,172800,2724800,1487400,1436200,5657800,7178500,24781200,43453900,6476200,2929800,2801500,2653100,3494200,3623200,848500,3085000,0
2008-08-25,267800,453400,55900,19061700,3000,28025100,10606100,317400,4006100,61200,7891900,404500,2165100,2243100,7578600,426500,57000,14506400,2111600,6262000,1105000,615800,989200,1582800,1189400,81844400,9335600,4202500,1757300,101400,487200,4143450,282300,3417300,63066000,9570000,381400,1782400,1507000,2218600,5317300,9722500,22369400,95707000,5836100,6110700,3137400,2853800,2051800,8984100,1000100,709300,0
2008-08-26,634300,779800,4100,14210300,0,22969200,7643300,615300,3903200,420700,6379900,764400,2801500,1978700,7761500,142700,80100,13546300,2727100,8251800,1663000,560900,2799300,1342500,1143700,50520500,9599100,6807900,3289900,419500,549800,4236300,329000,3109100,52718100,10448200,201500,2080200,1301000,1978600,2757600,5805300,26883100,1585800,7858100,6112100,1495000,2542400,1343900,4052400,482700,602800,0
2008-08-27,334300,519500,300,15030100,300,28041400,9215900,157500,3848900,134500,9348900,284500,1478700,947700,7010300,368800,60500,22445000,2159600,6700800,870000,1203800,469700,1239500,1573200,57498000,4976400,2028900,2565800,164400,651800,3659275,170800,3090400,55688400,12714800,144500,1627100,1289000,1183900,3788700,4085200,23944200,87755900,5628700,3728500,1247600,2622800,2610900,3233600,767400,1762900,0
